Brand,Model,Type,Screen Size,Display Technology,Condition,name,price,Display Resolution,Display Type,Refresh Rate,TV Operation System,Exchange Possible,Projector Resolution,Image Brightness,Projector Features,Operating System,Maximum Resolution,Storage Capacity,Connectivity
LG,,TVs,,,Brand New,Brand New 43inch LG TV,"GH₵ 2,299",,,,,,,,,,,,
Other,Ds2,TVs,50 inches,LED,Brand New,Brand~New Asano Android Smart 50”Bluetooth UHD Tv,"GH₵ 3,999",2160p (4K),Glossy,,,,,,,,,,
LG,43um7450,TVs,43 inches,LED,Brand New,"A Satellite LG 43up77 43"" 108 Cm Uhd Webos Smart TV","GH₵ 5,500",,,,,,,,,,,,
Nasco,NASJ50FUS,TVs,50 inches,LED,Brand New,Quality Images on —>> Nasco 50 Inch Flatscreen -Nasj50fu,"GH₵ 2,999",,,,,,,,,,,,
LG,,TVs,65 inches,LED,Brand New,Ultra Slim Lg 65”Nano79 UHD With Real 4K Pics,"GH₵ 8,000",2160p (4K),Glossy,120 Hz,,,,,,,,,
LG,,TVs,,,Brand New,LG 60 Inches Uhdsmart Satellite,"GH₵ 5,657",,,,,,,,,,,,
Other,SY-08,TVs,32 inches,LED,Brand New,Beautiful Asano Digital Satellite Miracast 32inch TV,"GH₵ 1,299",,Glossy,,,,,,,,,,
Samsung,,TVs,65 inches,LED,Brand New,"Google Assistant Samsung 65"" Crystal UHD 65AU7100 (2021)","GH₵ 10,999",2160p (4K),,60 Hz,,,,,,,,,
Nasco,J65fus,TVs,65 inches,LED,Brand New,~Latest Nasco 65 Inch Smart Television ~,"GH₵ 6,800",,Glossy,,,,,,,,,,
Zara,H43FB,TVs,43 inches,LED,Brand New,The Smart Choice Zara 43” Frameless Screen,"GH₵ 1,949",1080p (FullHD),,120 Hz,,,,,,,,,
other,B50NIs,TVs,50 inches,LED,Brand New,Clear 50 Inches Banana Smart Android Tv,"GH₵ 3,899",2160p (4K),Glossy,400 Hz,Smart TV (android AOSP),No,,,,,,,
TCL,,TVs,,,Brand New,Excellent TCL 43” Smart TV,"GH₵ 3,199",,,,,,,,,,,,
Nasco,,TVs,43 inches,LED,Brand New,"Supreme Nas-J43fb Nasco 43""Fhd TV","GH₵ 1,949",1080p (FullHD),,,,,,,,,,,
LG,,TVs,,,Brand New,LG 55” Al Thinq Smart UHD Satellite Led Tv(Model:UQ75),"GH₵ 7,400",,,,,,,,,,,,
Nasco,NAS-43FB,TVs,43 inches,LED,Brand New,Good Picture Quality Nasco 43~Satellite & Digital LED TV,"GH₵ 2,300",1080p (FullHD),Glossy,60 Hz,,,,,,,,,
Other,ASANO 43,TVs,43 inches,LED,Brand New,Capable Asano 43 Smart Android TV,"GH₵ 2,999",1080p (FullHD),,,,,,,,,,,
LG,,TVs,,,Brand New,Clear Picture Quality LG Smart LED TV 43LM6300PVB,"GH₵ 2,590",,,,,,,,,,,,
LG,,TVs,70 inches,LED,Brand New,LG 70-Inch 4K Smart Uhd Ai TV Up7550 - Incredible Connection,"GH₵ 7,799",2160p (4K),,60 Hz,,,,,,,,,
Asano,SY-08,TVs,32 inches,LED,Brand New,"Asano 32"" LED HDR Satellite TV Miracast","GH₵ 1,190",,Glossy,120 Hz,,,,,,,,,
Asano,DS2,TVs,43 inches,LED,Brand New,New in Stock Asano 43'' Smart Digital Satellite TV,"GH₵ 2,999",1080p (FullHD),,50 Hz,Android TV,,,,,,,,
Roch,ROCH 50,TVs,50 inches,LED,Brand New,Roch LED TV 50'' Smart Fhd I Smart Android,"GH₵ 4,699",,,,,,,,,,,,
Samsung,,TVs,,,Brand New,Samsung 50inches Smart Uhd 4K Series 7 Blue Tooth TV,"GH₵ 4,850",,,,,,,,,,,,
LG,,TVs,70 inches,LED,Brand New,Smart Tv LG 70'' 70UN73 | Uhd 4K Smart Tv | Procesador Quad,"GH₵ 11,000",,,,,,,,,,,,
LG,43lm6300pla,TVs,43 inches,LED,Brand New,New Lg 43 Smart Satellite Webos Tv,"GH₵ 3,999",1080p (FullHD),Glossy,400 Hz,Smart TV (own system),No,,,,,,,
Nasco,,TVs,43 inches,LED,Brand New,First Nasco 43 Satellite Digital Tv,"GH₵ 1,699",2160p (4K),,,,,,,,,,,
LG,,TVs,32 inches,LED,Brand New,New in Box LED TV 32'' LG TV (32lm550),"GH₵ 1,350",1080p (FullHD),,50 Hz,,,,,,,,,
Nasco,,TVs,,,Brand New,Obsession_ 43 Nasco Led With Satellite Digital,"GH₵ 2,299",,,,,,,,,,,,
Nasco,,TVs,50 inches,LED,Brand New,Powerful Nasco 50inches TV,"GH₵ 2,450",2160p (4K),Glossy,,,,,,,,,,
Samsung,,TVs,,,Brand New,Brand New and Latest Qled Tv🌺💕10GIG ELECTRONICS,"GH₵ 7,200",,,,,,,,,,,,
LG,,TVs,,,Brand New,New Tech LG 43lp50 43''inch Full HD LED Digital Tv+Mount,"GH₵ 3,650",,,,,,,,,,,,
Other,ASANO 32,TVs,32 inches,LED,Brand New,Super Asano 32 Smart Android TV,"GH₵ 1,999",1080p (FullHD),,,,,,,,,,,
Asano,ASANO 65 smart,TVs,65 inches,LED,Brand New,Extra and Clear Sound Asano 65 Smart Android UHD TV,"GH₵ 6,499",1080p (FullHD),,,Smart TV (android AOSP),,,,,,,,
LG,,TVs,65 inches,LED,Brand New,Ultra Slim Lg 65”Nano79 UHD With Real 4K Pics,"GH₵ 8,000",2160p (4K),Glossy,120 Hz,,,,,,,,,
LG,,TVs,,,Brand New,Super Marvelous LG Signature Oled Tv,"GH₵ 89,999",,,,,,,,,,,,
sunny walks,hhhh,TVs,55 inches,LED,Brand New,Fabulous Sunny Walks 55 Inch Smart Tv °°,"GH₵ 3,750",,Glossy,,,,,,,,,,
Nasco,,TVs,43 inches,LED,Brand New,Available // Nasco 43 Led Tv,"GH₵ 1,699",1080p (FullHD),,,,,,,,,,,
LG,,TVs,,,Brand New,LG 50um750(2019) LED 4K Uhd Smart TV 50 With Freeview Play,"GH₵ 4,900",,,,,,,,,,,,
LG,,TVs,48 inches,OLED,Brand New,Lg Oled C1 Smart Thinq Al Slim Led Tv 48inchs,"GH₵ 10,500",2160p (4K),Glossy,120 Hz,,,,,,,,,
Other,,TVs,,,Brand New,Protech 32 Inches LED TV Fresh in Box,GH₵ 999,,,,,,,,,,,,
TCL,65C635,TVs,65 inches,QLED,Brand New,65C645 TCL C645 Qled Smart TV,"GH₵ 9,399",2160p (4K),Glossy,,,,,,,,,,
Samsung,,TVs,65 inches,LED,Brand New,Tizen in Box Samsung 65 Inch AU9000 Crystal UHD 4K Smart TV,"GH₵ 9,200",2160p (4K),,60 Hz,,,,,,,,,
Other,ASANO 32,TVs,32 inches,LED,Brand New,Finest Asano 32 Smart Android TV,"GH₵ 1,799",1080p (FullHD),,,,,,,,,,,
ASANO,ASANO 50,TVs,50 inches,LED,Brand New,Purchase Latest Asano 50 Smart Android UHD Tv,"GH₵ 4,499",1080p (FullHD),,,Smart TV (android AOSP),No,,,,,,,
Itel,Itel32,TVs,32 inches,LED,Brand New,Marvelous// 32 Inches Itel Frameless Sat Digital Tv,"GH₵ 1,299",1080p (FullHD),,,,,,,,,,,
Other,,TVs,,,Brand New,BRAND NEW 50 Inches Led TV,"GH₵ 3,299",,,,,,,,,,,,
Other,5502,TVs,32 inches,LED,Brand New,"New in Box Asano 32"" Smart TV","GH₵ 1,900",,,,,,,,,,,,
LG,Lg32lp5000,TVs,32 inches,LED,Brand New,Fire Proof LG Lg32lp5000 32” Uhd LED TV,"GH₵ 1,649",,,,,,,,,,,,
Samsung,50,TVs,50 inches,LED,Brand New,"Samsung 50""(50AU7022)Smart UHD Bluetooth","GH₵ 5,999",1080p (FullHD),Glossy,240 Hz,,,,,,,,,
Samsung,,TVs,50 inches,LED,Brand New,@Crystal Clear Smart 50 Samsung Led $,"GH₵ 4,999",2160p (4K),,,,,,,,,,,
Other,Asano 43smart,TVs,43 inches,LED,Brand New,"Asano 43"" Smart Digital Satellite HD TV With VGA Input","GH₵ 2,650",,Glossy,,,,,,,,,,
Samsung,,TVs,,,Brand New,"65"" Class TU8000 Crystal UHD 4K Smart TV (2020)","GH₵ 8,500",,,,,,,,,,,,
LG,NANO863,TVs,86 inches,CRT,Brand New,86nano86vpa LG Nanocell TV 86 Inch Nano86 Series 4K,"GH₵ 28,000",,Glossy,120 Hz,,,,,,,,,
ASANO,ASANO 32,TVs,32 inches,LED,Brand New,Asano 32 Smart Android FHD TV Is Still Instock,"GH₵ 1,699",1080p (FullHD),,,Smart TV (android AOSP),No,,,,,,,
Nasco,nasco 43 smart,TVs,43 inches,LED,Brand New,Purchase New Nasco 43inch Digital Satellite TV (NAS-B43FB),"GH₵ 2,499",,,,,,,,,,,,
Other,ASANO 32,TVs,32 inches,LED,Brand New,Finest Asano 32 Smart Android TV,"GH₵ 1,799",1080p (FullHD),,,,,,,,,,,
TCL,43S5400A,TVs,43 inches,LED,Brand New,Buy Authentic TCL 43 Smart Android FHD Tv,"GH₵ 3,399",1080p (FullHD),,,Google TV,No,,,,,,,
ASANO,ASANO 32,TVs,32 inches,LED,Brand New,Asano 32 Smart Android FHD TV Is Still Instock,"GH₵ 1,699",1080p (FullHD),,,Smart TV (android AOSP),No,,,,,,,
other,B50NIs,TVs,50 inches,LED,Brand New,Clear 50 Inches Banana Smart Android Tv,"GH₵ 3,899",2160p (4K),Glossy,400 Hz,Smart TV (android AOSP),No,,,,,,,
Other,Nas-h32fb,TVs,32 inches,LED,Brand New,A Modern Nasco 32inch Digital Satellite Tv,GH₵ 950,1080p (FullHD),,,,,,,,,,,
Asano,DS2,TVs,32 inches,LED,Brand New,"32"" HDR Frameless Asano Android TV","GH₵ 1,099",,,,,,,,,,,,
Other,Decoder,Other,,,Brand New,Digital Decoder T2,GH₵ 500,,,,,No,,,,,,,
LG,32lk510,TVs,32 inches,LED,Brand New,"LG 32LK510 - HD Digital Satellite LED TV 32"" Black","GH₵ 1,950",1080p (FullHD),,60 Hz,,,,,,,,,
Nasco,,TVs,55 inches,LED,Brand New,Most Precious Nasco 55 Smart Android UHD TV 2022 Model,"GH₵ 4,999",1080p (FullHD),,,,,,,,,,,
Samsung,,TVs,55 inches,LED,Brand New,Best Time//55 // Au7172 Samsung Crystal UHD 4k HDR Smart Tv,"GH₵ 4,999",2160p (4K),,,,,,,,,,,
Smart,Asano 32 Smart,TVs,32 inches,LED,Brand New,Assno 32 Smart Android Full HD TV,"GH₵ 1,650",1080p (FullHD),,,Android TV,No,,,,,,,
LG,55UM7450,TVs,55 inches,LED,Brand New,LG 55UM7450 Led TV 55 Inches,"GH₵ 7,950",2160p (4K),Glossy,144 Hz,,,,,,,,,
Other,,TVs,,,Brand New,Nasco 43inch Full HD Digital Satellite Plus Wall Mount,"GH₵ 2,100",,,,,,,,,,,,
Sharp,22T-C32BD1X,TVs,32 inches,LED,Brand New,"Satellite Sharp Aquos LED TV HDR 32""","GH₵ 1,350",,Matte,120 Hz,,,,,,,,,
LG,,TVs,43 inches,,Brand New,Stylish LG 43 Smart 4k Smart Uhd Tv,"GH₵ 3,599",,,,,,,,,,,,
Other,,TVs,65 inches,,Brand New,"Asano 65"" Smart Android Digital LED TV","GH₵ 4,900",,,,,,,,,,,,
LG,,TVs,55 inches,LED,Brand New,Untapped LG 55 Smart UHD TV,"GH₵ 7,999",,,,,,,,,,,,
Sony,65X7500H,TVs,65 inches,LED,Brand New,Handsome// Sony 65 Bravia HDR Smart Led With Android 0.9,"GH₵ 12,999",2160p (4K),,,,,,,,,,,
TCL,32D3200,TVs,32 inches,LED,Brand New,Buy This TCL 32D3200 LED TV,"GH₵ 1,699",1080p (FullHD),,50 Hz,Without Smart TV,,,,,,,,
Smart,Asano 32 Smart,TVs,32 inches,LED,Brand New,Assno 32 Smart Android Full HD TV,"GH₵ 1,650",1080p (FullHD),,,Android TV,No,,,,,,,
LG,55UM7450,TVs,55 inches,LED,Brand New,LG 55UM7450 Led TV 55 Inches,"GH₵ 7,950",2160p (4K),Glossy,144 Hz,,,,,,,,,
Other,,TVs,,,Brand New,Nasco 43inch Full HD Digital Satellite Plus Wall Mount,"GH₵ 2,100",,,,,,,,,,,,
Sharp,22T-C32BD1X,TVs,32 inches,LED,Brand New,"Satellite Sharp Aquos LED TV HDR 32""","GH₵ 1,350",,Matte,120 Hz,,,,,,,,,
LG,,TVs,,,Brand New,Super Marvelous LG Signature Oled Tv,"GH₵ 89,999",,,,,,,,,,,,
LG,,TVs,43 inches,,Brand New,Stylish LG 43 Smart 4k Smart Uhd Tv,"GH₵ 3,599",,,,,,,,,,,,
Other,,TVs,65 inches,,Brand New,"Asano 65"" Smart Android Digital LED TV","GH₵ 4,900",,,,,,,,,,,,
LG,,TVs,55 inches,LED,Brand New,Untapped LG 55 Smart UHD TV,"GH₵ 7,999",,,,,,,,,,,,
Other,Asano 43smart,TVs,43 inches,LED,Brand New,"Asano 43"" Smart Digital Satellite HD TV With VGA Input","GH₵ 2,650",,Glossy,,,,,,,,,,
LG,NANO75,TVs,86 inches,LED,Brand New,86” NANO75 Dolby Digital Pulse Nanocell LG Smart +DSTV,"GH₵ 37,999",2160p (4K),,144 Hz,,,,,,,,,
TCL,S54000,TVs,43 inches,LED,Brand New,TCL 43S5400A HD Android Smart Tv.,"GH₵ 3,150",1080p (FullHD),,60 Hz,Android TV,,,,,,,,
Samsung,,TVs,50 inches,LED,Brand New,New Arrived 50 Smart UHD 4k With Samsung With Bluetooth,"GH₵ 3,949",2160p (4K),,,,,,,,,,,
Other,SU-50W,TVs,50 inches,LED,Brand New,Eco Friendly Uhd Smart Sunny Walk 50inch Tv,"GH₵ 3,800",,,,,,,,,,,,
LG,,TVs,,,Brand New,LG TV 43 Inch LED Fhd 1920*1080P Smart With Built-in HD Receiver,"GH₵ 2,100",,,,,,,,,,,,
Other,,TVs,,,Brand New,Protech 40 Inches Digital 2020 Full HD LED TV,"GH₵ 1,799",,,,,,,,,,,,
Nasco,,TVs,43 inches,LED,Brand New,Latest 43 Nasco Led Digital Satellite TV,"GH₵ 2,299",1080p (FullHD),,,,,,,,,,,
LG,,TVs,70 inches,,Brand New,"Newly Arrived LG 70"" Uhd Ai Thinq TV","GH₵ 7,599",2160p (4K),Glossy,144 Hz,,,,,,,,,
Other,Asano 32,TVs,32 inches,LED,Brand New,Grant Awesome Asano 32” UHD LED TV,"GH₵ 1,099",,,,,,,,,,,,
Samsung,,TVs,70 inches,,Brand New,Smart New 80 Series HDR 70 Inches Samsung TV,"GH₵ 9,500",768p,Glossy,120 Hz,,,,,,,,,
LG,,TVs,77 inches,OLED,Brand New,Super Fabulous 77 Inch Oled LG Signature Tv,"GH₵ 90,000",,,,,,,,,,,,
TCL,43S5400A,TVs,43 inches,LED,Brand New,"Fresh in Box TCL(43S5400A) 43 Inch Android Smart LED Tv,.:","GH₵ 3,199",,,,,,,,,,,,
Other,,TVs,,,Brand New,"Mind-Blowing Bruhm 43inch Tv""","GH₵ 2,699",,,,,,,,,,,,
Samsung,AU7000,TVs,50 inches,LED,Brand New,2021/2022 Samsung UHD AU7000 125 50inch TV,"GH₵ 4,700",2160p (4K),Glossy,,Smart TV (android AOSP),No,,,,,,,
LG,,TVs,,,Brand New,"New 43 ""Lg LED TV 43up75003 Smart TV Europe Black","GH₵ 5,800",,,,,,,,,,,,
Asano,ASANO 65 smart,TVs,65 inches,LED,Brand New,Extra and Clear Sound Asano 65 Smart Android UHD TV,"GH₵ 6,499",1080p (FullHD),,,Smart TV (android AOSP),,,,,,,,
TCL,43S5400A,TVs,43 inches,LED,Brand New,TCL 43”Smart Android FHD Wireless Satellite TV(43S5400A),"GH₵ 3,300",1080p (FullHD),Glossy,60 Hz,Android TV,,,,,,,,
Samsung,AU7172,TVs,43 inches,LED,Brand New,Lively ~Samsung 43 Smart 4K TV Digital Satellite Full HD TV,"GH₵ 6,000",,,,,,,,,,,,
Samsung,85BU8072,TVs,85 inches,LED,Brand New,Good Samsung Ultra HD Smart TV - 85BU8072,"GH₵ 32,990",2160p (4K),Glossy,,,,,,,,,,
Other,,TVs,,,Brand New,"Be Astonished by NASCO 50"" Digital SATELLITE LED Full HD TV","GH₵ 2,999",,,,,,,,,,,,
Other,,TVs,,,Brand New,Desirable View 58 Smart Syinix 4k Led %,"GH₵ 3,299",,,,,,,,,,,,
Nasco,nasco 43 smart,TVs,43 inches,LED,Brand New,Purchase New Nasco 43inch Digital Satellite TV (NAS-B43FB),"GH₵ 2,499",,,,,,,,,,,,
LG,55UP75,TVs,55 inches,LED,Brand New,Manageable LG 55 Smart Uhd 4K TV,"GH₵ 7,799",1080p (FullHD),,,,,,,,,,,
Nasco,,TVs,55 inches,LED,Brand New,Most Precious Nasco 55 Smart Android UHD TV 2022 Model,"GH₵ 4,999",1080p (FullHD),,,,,,,,,,,
Other,Asano 43,TVs,43 inches,LED,Brand New,Arsey Asano 43 Led Digital Satellite TV,"GH₵ 1,799",1080p (FullHD),,,,Yes,,,,,,,
LG,,TVs,65 inches,LED,Brand New,LG TV 65 Inch Smart UHD Built in Receiver – 65UP770PVG,"GH₵ 12,000",2160p (4K),,60 Hz,,,,,,,,,
TCL,65P635,TVs,65 inches,LED,Brand New,Long-Live TCL 65” Smart Uhd HDR TV,"GH₵ 7,499",2160p (4K),,,,No,,,,,,,
LG,,TVs,50 inches,LED,Brand New,New Technology New Features Lg 2021 50” UHD 4K Smart Led Tv,"GH₵ 3,990",2160p (4K),Glossy,60 Hz,,,,,,,,,
Nasco,NASCO 50,TVs,50 inches,LED,Brand New,Purchase New Nasco 50′′ FHD Smart Satellite TV (NAS-H50FUS),"GH₵ 3,199",,,,,,,,,,,,
LG,,TVs,50 inches,LED,Brand New,Pure Colors in Real LG Nanocell 75 Series 50” Alexa Built,"GH₵ 7,999",2160p (4K),,60 Hz,,,,,,,,,
Other,EXLG2023,TVs,32 inches,LED,Brand New,Brand New EXLG 32”Smart Satellite Android 11netflix Tele,"GH₵ 1,650",720p (HD),Glossy,50 Hz,Android TV,,,,,,,,
Samsung,,TVs,43 inches,LED,Brand New,Very Special Samsung 43 Smart Crystal UHD TV AU7000,"GH₵ 5,499",1080p (FullHD),,,,,,,,,,,
Samsung,50,TVs,50 inches,LED,Brand New,"Samsung 50""(50AU7022)Smart UHD Bluetooth","GH₵ 5,999",1080p (FullHD),Glossy,240 Hz,,,,,,,,,
Other,,TVs,,,Brand New,A Full HD Nasco 43 Digital LED Satellite TV,"GH₵ 2,150",,,,,,,,,,,,
Other,Nas-h32fb,TVs,32 inches,LED,Brand New,32 Inch Digital Satellite New in Box Nasco Tv,"GH₵ 1,300",1080p (FullHD),,60 Hz,,,,,,,,,
TCL,65P635,TVs,65 inches,LED,Brand New,Powerfully Built TCL 65 Smart Android UHD Tv,"GH₵ 7,599",2160p (4K),,,Google TV,No,,,,,,,
Samsung,,TVs,,,Brand New,"Samsung Ua-65nu7092 65"" Multisystem LED TV Uhd 4K ...","GH₵ 6,450",,,,,,,,,,,,
LG,,TVs,55 inches,LED,Brand New,Untapped LG 55 Smart UHD TV,"GH₵ 7,999",,,,,,,,,,,,
LG,43LM6300,TVs,43 inches,LED,Brand New,LG 43” Smart Digital and Satellite Netflix Youtube Bluetooth,"GH₵ 3,900",1080p (FullHD),Glossy,60 Hz,Smart TV (own system),No,,,,,,,
LG,,TVs,,,Brand New,LG 55'' OLED 2020 Model CX Series OLED55CX 4K UHD Apple Tv,"GH₵ 11,000",,,,,,,,,,,,
Other,,TVs,50 inches,,Brand New,Roch 50 Inches Graphical Television,"GH₵ 2,899",,,,,,,,,,,,
Nasco,,TVs,43 inches,,Brand New,New Nasco Full HD Digital Satellite LED TV 43 Inches,"GH₵ 1,899",1080p (FullHD),,,,,,,,,,,
Zara,ZR-H43FB,TVs,43 inches,LED,Brand New,Nice Display Zara 43inch Smart Digital Satellite Television,"GH₵ 1,999",1080p (FullHD),,,Google TV,No,,,,,,,
Nasco,,TVs,65 inches,LED,Brand New,Gigantic 65 Smart Nasco With Youtube Netflix,"GH₵ 4,399",2160p (4K),,,,,,,,,,,
LG,,TVs,,,Brand New,New 2019 Lg 50”Uhd 4K Smart Satellite Thinq AI Led Tv,"GH₵ 4,700",,,,,,,,,,,,
TCL,43S5400A,TVs,43 inches,LED,Brand New,New Out Now TCL 43”Smart Android FHD Satellite TV(43S5400A),"GH₵ 3,300",1080p (FullHD),Glossy,60 Hz,Android TV,,,,,,,,
Pearl,PLT43CKHFHD-19S,TVs,43 inches,LED,Brand New,LED 1080p_43inches Digital Satellite TV,"GH₵ 2,050",1080p (FullHD),Matte,120 Hz,Without Smart TV,No,,,,,,,
TCL,32S5400A,TVs,32 inches,LED,Brand New,Best Quality TCL 32 Smart Android FHD TV,"GH₵ 1,999",1080p (FullHD),,,Google TV,No,,,,,,,
Samsung,,TVs,43 inches,LED,Brand New,Amazing Samsung 43 Inches Android,"GH₵ 4,299",1080p (FullHD),Glossy,,,,,,,,,,
LG,,TVs,65 inches,LED,Brand New,LG TV 65 Inch Smart UHD Built in Receiver – 65UP770PVG,"GH₵ 12,000",2160p (4K),,60 Hz,,,,,,,,,
Samsung,50au9000,TVs,50 inches,LED,Brand New,Voice Recognition Samsung Series 9 50”UHD Smart +Dstv,"GH₵ 7,999",2160p (4K),Glossy,,,,,,,,,,
Asona,NAS32 smart,TVs,32 inches,LED,Brand New,ASANO SMART TV * Bluetooth Tv 32 New Tv,"GH₵ 1,499",1080p (FullHD),Glossy,,,No,,,,,,,
Samsung,55AU9000,TVs,55 inches,LED,Brand New,55 Inch Samsung 55AU9000 Crystal UHD HDR Smart Television,"GH₵ 8,999",2160p (4K),Glossy,,,,,,,,,,
Skyworth,43std6500,TVs,43 inches,LED,Brand New,Magnificent// Skyworth 43 Smart Android Satellite Tv,"GH₵ 2,699",2160p (4K),,,,,,,,,,,
LG,ZX,TVs,88 inches,OLED,Brand New,LG Signature 88” Oled 8K Smart TV With Ai Thinq 88zxpva,"GH₵ 350,000",4320p (8K),,240 Hz,,,,,,,,,
Samsung,,TVs,32 inches,LED,Brand New,"Clean View Samsung Ua32n5000 HD Digital Satellite TV - 32""","GH₵ 1,350",720p (HD),,60 Hz,,,,,,,,,
Samsung,65AU8000,TVs,65 inches,LED,Brand New,Very Edge Samsung 65 Smart Crystal UHD 4k TV Series 8,"GH₵ 10,899",1080p (FullHD),,,Tizen,No,,,,,,,
Syinix,43A,TVs,43 inches,LED,Brand New,"Total Awesome Syinix 43""Inches Smart Android Tv","GH₵ 2,699",1080p (FullHD),,,,,,,,,,,
Smart,B43N1S,TVs,43 inches,LED,Brand New,Super Newly Banana 43inch Smart Tv,"GH₵ 2,200",1080p (FullHD),,,,,,,,,,,
TCL,50TCL,TVs,50 inches,LED,Brand New,Dynamic TCL 50 Smart Android TV,"GH₵ 4,699",2160p (4K),,,Smart TV (own system),No,,,,,,,
Samsung,32n5000,TVs,32 inches,LED,Brand New,Brand New Samsung 32 Inches Full HD LED TV,"GH₵ 1,900",1080p (FullHD),,,,,,,,,,,
Samsung,,TVs,70 inches,,Brand New,"Samsung AU8000 HDR Crystal 70"" Uhd Smart TV","GH₵ 9,000",,Glossy,,,,,,,,,,
LG,,TVs,55 inches,,Brand New,"Xmas Promo:: 2023 LG 55′′ 4K Smart Uhd TV Ur80, [55ur8003]","GH₵ 7,499",,,,,,,,,,,,
TCL,65P8M,TVs,65 inches,QLED,Brand New,Quhd Android Smart TCL 65 Inch Edgeless Magic Remote 2023,"GH₵ 7,900",2160p (4K),Glossy,120 Hz,Android TV,Yes,,,,,,,
Other,"32""",TVs,32 inches,LED,Brand New,"Asano 32"" Smart Android Satellite Digital Led TV","GH₵ 1,399",,Glossy,240 Hz,,,,,,,,,
Other,ASANO 32,TVs,32 inches,LED,Brand New,Great Asano 32 Smart Android TV,"GH₵ 1,799",1080p (FullHD),,,,,,,,,,,
Samsung,Au7000,TVs,75 inches,LED,Brand New,New Sealed 2023 Samsung Smart Tv (2023) 75” 75au7000”,"GH₵ 16,999",2160p (4K),,144 Hz,,,,,,,,,
Samsung,Cu71,TVs,55 inches,LED,Brand New,Ultra Slim CU7172 Samsung Smart 55 Inches Glossy UHD Tv,"GH₵ 7,499",2160p (4K),Glossy,,,,,,,,,,
Nasco,,TVs,55 inches,LED,Brand New,Most Precious Nasco 55 Smart Android UHD TV 2022 Model,"GH₵ 4,999",1080p (FullHD),,,,,,,,,,,
Nasco,Nas50,TVs,50 inches,LED,Brand New,Special 4k 50 Smart Nasco With Android Netflix,"GH₵ 2,799",,,,,,,,,,,,
LG,OLED88ZXPVA,TVs,88 inches,OLED,Brand New,LG Oled TV 88 Inch Zx Series - Oled88zxpva,"GH₵ 269,000",2160p (4K),,,,,,,,,,,
Nasco,,TVs,40 inches,LED,Brand New,Full HD Nasco 40 Led Digital Satellite TV,"GH₵ 1,899",1080p (FullHD),,,,,,,,,,,
Other,LH-LE40DSA-B,TVs,40 inches,LED,Brand New,Roch 40” Full Smart Android TV,"GH₵ 3,200",,Glossy,120 Hz,,,,,,,,,
LG,,TVs,88 inches,OLED,Brand New,New 2022 Lg 88”Smart 8k Slim Signature Oled Tv,"GH₵ 450,000",4320p (8K),Glossy,120 Hz,,,,,,,,,
TCL,50P635,TVs,55 inches,LED,Brand New,"Original TCL 50 Inch Ultra HD Smart LED TV (50P635),:","GH₵ 4,699",,,,,,,,,,,,
Nasco,NASCO 43,TVs,43 inches,LED,Brand New,Get Genuine Nasco 43inch Digital Satellite TV (NAS-B43FB),"GH₵ 2,099",,,,,,,,,,,,
TCL,43D3200,TVs,43 inches,LED,Brand New,Enjoy Great Content on TCL 43D3200 43 Inch Full HD Smart Tv,"GH₵ 2,799",,,,,,,,,,,,
Other,nasco,TVs,32 inches,LED,Brand New,"32"" Nasco Satellite TV","GH₵ 1,299",480p,Glossy,,,,,,,,,,
Samsung,Samsung,TVs,60 inches,LED,Brand New,"Samsung 60""(AU7100) Flameless Smart UHD 4K Satellite","GH₵ 8,499",2160p (4K),Glossy,240 Hz,,,,,,,,,
Other,,TVs,,,Brand New,Wisely _NASCO 50 Led,"GH₵ 1,699",,,,,,,,,,,,
Samsung,,TVs,,,Brand New,"Premium 75, Smart Series 8 Samsung With Netflix","GH₵ 12,499",,,,,,,,,,,,
Other,,TVs,65 inches,LED,Brand New,Fascinating 65 Smart UHD 4k Mooved With Youtube Facebook,"GH₵ 4,299",2160p (4K),,,,,,,,,,,
LG,65UQ8,TVs,65 inches,LED,Brand New,"LG 65uq81006lb Ultra HD 65"" Screen Webos Smart LED TV","GH₵ 11,996",2160p (4K),Glossy,,Smart TV (own system),No,,,,,,,
Asano,DS2,TVs,43 inches,LED,Brand New,Frameless Asano 43'' Smart Digital Satellite TV,"GH₵ 2,099",,,,,,,,,,,,
Samsung,Cu71,TVs,55 inches,LED,Brand New,Ultra Slim CU7172 Samsung Smart 55 Inches Glossy UHD Tv,"GH₵ 7,499",2160p (4K),Glossy,,,,,,,,,,
TCL,55P635,TVs,55 inches,QLED,Brand New,"55c645,Energy Great Content on TCL 55 Inch QLED Smart Tv,","GH₵ 6,999",,,,,,,,,,,,
Other,,TVs,50 inches,LED,Brand New,Very New LCF 50 Inch Slim Digital Satellite LED Smart TV,"GH₵ 2,599",1080p (FullHD),,60 Hz,,,,,,,,,
Samsung,65AU7172,TVs,65 inches,LED,Brand New,Samsung 65AU7172 65”Inch Smart Sat 4K Ultra HD LED TV,"GH₵ 10,699",,,,,,,,,,,,
LG,85Q60A,TVs,85 inches,CRT,Brand New,Samsung 85q60a (2021) 85 Inch Q60A Qled 4K Hdr Smart TV,"GH₵ 28,500",,Glossy,120 Hz,,Yes,,,,,,,
